,Vehicle_ID,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Class,v_Vel,v_Acc,Preceding,Space_Headway,Time_Headway,Location,Relative_Time,Preceding_Vehicle_Class,Rear_to_Front_Space_Headway,v_Class_Name,Vehicle_combination
3347992,242,1118848916300,51.677,1277.529,6452002.878,1872499.269,4.572,2,6.336792,0.0,2000,24.225504,3.82,us-101,1117685897201,Car,19.196304,Car,Car-Car
3348405,248,1118848910900,51.594,1126.372,6451889.221,1872598.698,5.0292,2,2.8864560000000004,1.911096,242,13.572744000000002,4.7,us-101,1117685891801,Car,8.543544,Car,Car-Car
3350252,242,1118848900800,52.143,1022.885,6451810.867,1872666.214,4.572,2,6.272784,0.0,2000,13.115544000000002,2.09,us-101,1117685881701,Car,8.086344,Car,Car-Car
3351303,250,1118847042600,18.18,189.911,6451241.509,1873229.808,4.8768,2,10.756392,-0.070104,242,12.13104,1.13,us-101,1117684023501,Car,7.10184,Car,Car-Car
3352458,242,1118847057900,17.65,870.809,6451745.029,1872769.443,5.486400000000001,2,12.192,0.0,234,33.409128,2.74,us-101,1117684038801,Car,29.141928000000004,Car,Car-Car
3352787,248,1118848905700,51.564,1079.869,6451854.188,1872629.256,5.0292,2,4.986528,-3.258312,242,13.38072,2.68,us-101,1117685886601,Car,8.35152,Car,Car-Car
3354053,248,1118848901800,51.578,983.194,6451781.282,1872692.68,5.0292,2,9.144,0.0,242,18.388584,2.01,us-101,1117685882701,Car,13.359384000000002,Car,Car-Car
3354500,246,1118848011000,53.538,1731.67,6452338.844,1872202.818,4.4196,2,12.185904,0.079248,242,23.033736,1.89,us-101,1117684991901,Car,18.004535999999998,Car,Car-Car
3355339,242,1118847084200,24.776,2016.39,6452605.535,1872011.897,5.486400000000001,2,19.793712,0.158496,0,0.0,0.0,us-101,1117684065101,,,Car,
3355944,242,1118847043400,16.533,254.566,6451288.45,1873184.335,5.486400000000001,2,10.1346,1.0668,234,27.032712,2.67,us-101,1117684024301,Car,22.765512,Car,Car-Car
3356848,242,1118847993000,63.085,864.331,6451679.92,1872766.204,5.0292,2,17.443704,-1.4813280000000002,239,20.153376,1.16,us-101,1117684973901,Car,15.124176000000002,Car,Car-Car
3356872,248,1118848954700,53.131,1971.976,6452525.956,1872041.212,5.0292,2,12.204192,0.073152,242,27.840432000000003,2.28,us-101,1117685935601,Car,22.811232000000004,Car,Car-Car
3357214,248,1118848919900,53.331,1294.697,6452014.696,1872486.715,5.0292,2,6.836664,-0.923544,242,17.166336,2.51,us-101,1117685900801,Car,12.137136000000002,Car,Car-Car
3358188,242,1118847050000,21.072,508.016,6451470.83,1873007.262,5.486400000000001,2,13.76172,-0.149352,234,45.454824,3.3,us-101,1117684030901,Car,41.187624,Car,Car-Car
3358442,242,1118847991000,64.189,752.567,6451595.274,1872839.106,5.0292,2,16.764,0.0,239,20.275296,1.21,us-101,1117684971901,Car,15.246096,Car,Car-Car
3359342,242,1118847047000,18.233,385.824,6451382.514,1873092.21,5.486400000000001,2,12.188952,0.0,234,38.301168,3.14,us-101,1117684027901,Car,34.033968,Car,Car-Car
3359615,250,1118847040200,17.581,114.63,6451190.267,1873285.303,4.8768,2,10.512552,-1.88976,242,10.354056,0.98,us-101,1117684021101,Car,5.324856,Car,Car-Car
3360965,242,1118847066100,20.342,1162.784,6451963.39,1872575.532,5.486400000000001,2,10.969752000000002,-0.140208,234,36.313872,3.31,us-101,1117684047001,Car,32.046672,Car,Car-Car
3364625,242,1118848949900,51.766,1861.205,6452442.398,1872115.006,4.572,2,11.5062,0.0,2000,46.40275200000001,4.03,us-101,1117685930801,Car,41.373552,Car,Car-Car
3366172,242,1118848918800,52.572,1329.2,6452041.148,1872464.546,4.572,2,6.08076,0.12192,2000,21.430488,3.52,us-101,1117685899701,Car,16.401288,Car,Car-Car
3369272,248,1118848935300,54.444,1458.713,6452137.578,1872378.089,5.0292,2,4.8066960000000005,-0.6858000000000001,242,17.66316,3.67,us-101,1117685916201,Car,12.633960000000002,Car,Car-Car
3369781,242,1118847079800,21.503,1750.894,6452405.225,1872187.112,5.486400000000001,2,16.419576,-1.069848,234,87.24900000000001,5.31,us-101,1117684060701,Car,82.9818,Car,Car-Car
3372121,248,1118848937600,54.375,1493.8,6452163.905,1872355.027,5.0292,2,4.572,0.0,242,16.3068,3.57,us-101,1117685918501,Car,11.2776,Car,Car-Car
3372642,248,1118848936300,54.399,1473.835,6452148.884,1872368.206,5.0292,2,4.834128,1.697736,242,16.803624000000003,3.48,us-101,1117685917201,Car,11.774424000000003,Car,Car-Car
3373140,250,1118847069700,22.077,1255.516,6452031.978,1872513.127,4.8768,2,12.07008,0.085344,242,10.945368,0.91,us-101,1117684050601,Car,5.916168,Car,Car-Car
3374921,242,1118847069600,20.067,1287.428,6452057.304,1872493.607,5.486400000000001,2,12.192,0.0,234,47.201328,3.87,us-101,1117684050501,Car,42.934128,Car,Car-Car
3375634,242,1118848953900,53.181,2027.107,6452568.948,1872005.078,4.572,2,13.795248,0.01524,0,0.0,0.0,us-101,1117685934801,,,Car,
3375830,242,1118847061300,18.558,1000.568,6451842.279,1872683.403,5.486400000000001,2,10.597896000000002,-0.094488,234,27.008328,2.55,us-101,1117684042201,Car,22.741128000000003,Car,Car-Car
3376670,242,1118847040300,14.7,151.602,6451217.557,1873260.197,5.486400000000001,2,9.140952,-0.070104,234,19.18716,2.1,us-101,1117684021201,Car,14.919960000000003,Car,Car-Car
3376749,248,1118848947800,52.964,1715.156,6452331.025,1872210.59,5.0292,2,9.144,0.0,242,21.436584,2.34,us-101,1117685928701,Car,16.407384,Car,Car-Car
3379040,242,1118848911600,51.461,1181.848,6451931.127,1872562.368,4.572,2,5.687568000000001,2.8133040000000005,2000,19.879056,3.5,us-101,1117685892501,Car,14.849856000000004,Car,Car-Car
3380473,248,1118848944900,54.366,1634.799,6452270.33,1872261.944,5.0292,2,7.62,-0.006096,242,18.681192,2.45,us-101,1117685925801,Car,13.651992,Car,Car-Car
3380746,242,1118848918900,52.565,1331.197,6452042.66,1872463.231,4.572,2,6.089904000000001,0.088392,2000,21.281136,3.49,us-101,1117685899801,Car,16.251936,Car,Car-Car
3381098,242,1118848951600,52.426,1929.013,6452493.5,1872069.664,4.572,2,12.966192,-2.389632,2000,46.820328,3.61,us-101,1117685932501,Car,41.791128,Car,Car-Car
3381516,242,1118848949800,51.799,1857.43,6452439.53,1872117.462,4.572,2,11.5062,0.0,2000,46.509432,4.04,us-101,1117685930701,Car,41.480232,Car,Car-Car
3383911,242,1118848951900,52.416,1941.472,6452503.158,1872061.485,4.572,2,12.396216,-2.304288,2000,46.811184,3.78,us-101,1117685932801,Car,41.781984,Car,Car-Car
3386718,246,1118847997600,50.76,1078.406,6451849.451,1872634.448,4.4196,2,16.764,0.0,242,17.788128,1.06,us-101,1117684978501,Car,12.758928,Car,Car-Car
3387395,246,1118848008600,54.099,1627.798,6452261.064,1872270.329,4.4196,2,13.082016,-1.359408,242,23.597616,1.8,us-101,1117684989501,Car,18.568416000000003,Car,Car-Car
3387970,242,1118847993200,62.913,875.668,6451688.562,1872758.831,5.0292,2,16.88592,-3.41376,239,20.363688000000003,1.21,us-101,1117684974101,Car,15.334488000000004,Car,Car-Car
3388491,248,1118848921100,54.068,1319.199,6452032.644,1872470.009,5.0292,2,6.096,0.0,242,16.663416,2.73,us-101,1117685902001,Car,11.634216000000002,Car,Car-Car
3389814,246,1118848002000,54.34,1313.684,6452024.191,1872477.053,4.4196,2,17.209008,-3.41376,242,27.191208,1.58,us-101,1117684982901,Car,22.162008,Car,Car-Car
3390290,242,1118848946200,51.819,1734.979,6452346.557,1872198.22,4.572,2,9.2202,0.0,2000,42.617136,4.62,us-101,1117685927101,Car,37.587936,Car,Car-Car
3391618,250,1118847057100,21.433,786.091,6451678.9,1872822.576,4.8768,2,12.597384,2.319528,242,15.852648,1.26,us-101,1117684038001,Car,10.823448,Car,Car-Car
3391800,242,1118848915900,51.534,1269.213,6451996.718,1872504.857,4.572,2,6.336792,0.0,2000,24.32304,3.84,us-101,1117685896801,Car,19.29384,Car,Car-Car
3392736,255,1118847083600,29.595,1887.197,6452502.879,1872091.715,3.5052000000000003,2,19.452336000000003,-2.429256,242,27.529536,1.42,us-101,1117684064501,Car,22.500336,Car,Car-Car
3394424,242,1118848004900,54.04,1542.307,6452196.415,1872326.881,5.0292,2,13.716,0.0,239,26.965656000000003,1.97,us-101,1117684985801,Car,21.936456000000003,Car,Car-Car
3395473,250,1118847050000,20.311,470.332,6451443.244,1873033.416,4.8768,2,12.46632,2.11836,242,11.484864,0.92,us-101,1117684030901,Car,6.455664,Car,Car-Car
3396099,242,1118848903600,51.847,1080.564,6451854.517,1872628.594,4.572,2,6.272784,0.0,2000,15.188184,2.42,us-101,1117685884501,Car,10.158984,Car,Car-Car
3396418,250,1118847047500,19.607,368.024,6451368.496,1873103.26,4.8768,2,12.545568,1.2679680000000002,242,11.518392,0.92,us-101,1117684028401,Car,6.489192,Car,Car-Car
3396993,242,1118848932300,52.291,1480.459,6452155.263,1872365.403,4.572,2,3.3528,0.0,2000,17.928336,5.35,us-101,1117685913201,Car,12.899136000000002,Car,Car-Car
3397799,255,1118847084800,29.514,1959.629,6452558.298,1872044.749,3.5052000000000003,2,18.02892,0.862584,242,29.15412,1.62,us-101,1117684065701,Car,24.124920000000003,Car,Car-Car
3398960,246,1118848013000,53.267,1815.154,6452402.681,1872147.412,4.4196,2,13.310616,-0.188976,242,24.774144000000003,1.86,us-101,1117684993901,Car,19.744944000000004,Car,Car-Car
3399565,246,1118848018900,56.66,2071.324,6452596.749,1871977.922,4.4196,2,13.569696000000002,-0.070104,242,27.456384,2.02,us-101,1117684999801,Car,22.427184,Car,Car-Car
3400122,248,1118848954200,53.604,1951.982,6452510.401,1872053.784,5.0292,2,12.182856,0.070104,242,27.035760000000003,2.22,us-101,1117685935101,Car,22.006560000000004,Car,Car-Car
3400348,250,1118847050200,20.486,478.653,6451449.244,1873027.648,4.8768,2,12.957048,2.624328,242,11.698224000000002,0.9,us-101,1117684031101,Car,6.669024000000001,Car,Car-Car
3400632,242,1118848010100,52.601,1771.399,6452369.97,1872176.41,5.0292,2,12.35964,1.23444,239,32.769048000000005,2.65,us-101,1117684991001,Car,27.73984800000001,Car,Car-Car
3400950,250,1118847068700,22.126,1218.243,6452003.911,1872537.654,4.8768,2,10.664952,-0.070104,242,10.698480000000002,1.0,us-101,1117684049601,Car,5.669280000000001,Car,Car-Car
3401480,242,1118848909600,51.637,1155.399,6451911.081,1872579.597,4.572,2,3.048,0.0,2000,15.28572,5.01,us-101,1117685890501,Car,10.256519999999998,Car,Car-Car
3401542,242,1118847067300,20.558,1205.031,6451995.008,1872547.541,5.486400000000001,2,10.527792,-0.036576,234,39.87698400000001,3.79,us-101,1117684048201,Car,35.609784000000005,Car,Car-Car
3402963,242,1118847995600,62.929,1013.95,6451792.898,1872667.543,5.0292,2,17.919192,-1.136904,239,23.472648000000003,1.31,us-101,1117684976501,Car,18.443448000000004,Car,Car-Car
3404457,246,1118848005300,54.667,1478.476,6452148.057,1872368.577,4.4196,2,14.078712,0.804672,242,24.941784,1.77,us-101,1117684986201,Car,19.912584000000003,Car,Car-Car
3404632,250,1118847064500,22.062,1071.178,6451893.218,1872634.381,4.8768,2,10.668,0.0,242,12.042648,1.13,us-101,1117684045401,Car,7.013448,Car,Car-Car
3406437,242,1118848002200,53.919,1413.189,6452099.575,1872411.858,5.0292,2,15.700248,-0.1524,239,23.817072000000003,1.52,us-101,1117684983101,Car,18.787872000000004,Car,Car-Car
3408052,242,1118848956300,53.905,2135.611,6452653.385,1871935.934,4.572,2,14.042136,0.192024,0,0.0,0.0,us-101,1117685937201,,,Car,
3409379,242,1118848016000,53.778,2033.01,6452568.884,1872004.359,5.0292,2,13.591032000000002,-1.362456,0,0.0,0.0,us-101,1117684996901,,,Car,
3409471,242,1118847053100,19.093,648.603,6451577.187,1872914.994,5.486400000000001,2,14.478000000000002,0.978408,234,47.591472,3.29,us-101,1117684034001,Car,43.32427199999999,Car,Car-Car
3411665,242,1118848011500,53.725,1828.616,6452412.646,1872138.241,5.0292,2,13.73124,1.7373600000000002,239,36.691824,2.67,us-101,1117684992401,Car,31.662624000000005,Car,Car-Car
3412319,248,1118848922200,54.064,1341.143,6452049.193,1872455.513,5.0292,2,5.9436,-0.438912,242,15.054072,2.53,us-101,1117685903101,Car,10.024872000000002,Car,Car-Car
3413291,250,1118847050600,20.92,495.927,6451461.852,1873015.495,4.8768,2,13.042392,-0.18288,242,11.923776,0.91,us-101,1117684031501,Car,6.894576,Car,Car-Car
3413740,248,1118848914600,51.685,1185.898,6451934.047,1872559.527,5.0292,2,6.096,0.0,242,17.157192000000002,2.81,us-101,1117685895501,Car,12.127992000000004,Car,Car-Car
3414121,255,1118847085400,30.253,1995.002,6452585.524,1872021.146,3.5052000000000003,2,18.25752,1.1917680000000002,242,30.507432,1.67,us-101,1117684066301,Car,25.478232,Car,Car-Car
3414162,242,1118848895900,53.661,847.381,6451677.543,1872780.847,4.572,2,12.37488,0.039624,2000,13.755624,1.11,us-101,1117685876801,Car,8.726424000000002,Car,Car-Car
3415320,242,1118847042800,15.475,236.03,6451275.723,1873198.108,5.486400000000001,2,9.134856,-3.127248,234,24.615648000000004,2.69,us-101,1117684023701,Car,20.348448000000005,Car,Car-Car
3420081,242,1118848002700,54.01,1438.93,6452118.943,1872394.884,5.0292,2,15.547848,-1.255776,239,24.152352,1.55,us-101,1117684983601,Car,19.123152,Car,Car-Car
3420175,246,1118848006800,54.532,1546.807,6452199.47,1872323.54,4.4196,2,13.716,0.0,242,24.667464,1.8,us-101,1117684987701,Car,19.638264000000003,Car,Car-Car
3421032,242,1118847045800,17.512,340.41,6451349.472,1873123.996,5.486400000000001,2,11.024616000000002,0.673608,234,34.539936,3.13,us-101,1117684026701,Car,30.272736,Car,Car-Car
3421622,242,1118848926200,52.487,1428.331,6452116.097,1872399.38,4.572,2,2.185416,0.0,2000,11.378184,5.21,us-101,1117685907101,Car,6.348983999999999,Car,Car-Car
3421778,250,1118847073800,22.443,1424.435,6452159.04,1872401.83,4.8768,2,13.813536,-0.28956,242,11.289792,0.82,us-101,1117684054701,Car,6.260592,Car,Car-Car
3422468,242,1118848941800,52.352,1621.808,6452261.831,1872271.976,4.572,2,6.117336000000001,-0.35052,2000,36.222432000000005,5.92,us-101,1117685922701,Car,31.193232000000005,Car,Car-Car
3422643,250,1118847079200,22.299,1686.642,6452356.117,1872229.284,4.8768,2,15.992856,3.41376,242,9.701784,0.61,us-101,1117684060101,Car,4.672584,Car,Car-Car
3424269,242,1118848005900,53.956,1587.188,6452230.255,1872297.231,5.0292,2,13.499592,-0.039624,239,28.517088,2.11,us-101,1117684986801,Car,23.487888,Car,Car-Car
3427314,246,1118848012900,53.246,1810.761,6452399.375,1872150.281,4.4196,2,13.301472,0.707136,242,24.746712,1.86,us-101,1117684993801,Car,19.717512000000003,Car,Car-Car
3427503,250,1118847079800,21.858,1719.116,6452380.737,1872207.831,4.8768,2,16.03248,-1.831848,242,9.686544,0.6,us-101,1117684060701,Car,4.657344000000001,Car,Car-Car
3429742,248,1118848945000,54.368,1637.299,6452272.218,1872260.305,5.0292,2,7.62,0.0,242,18.800064000000003,2.47,us-101,1117685925901,Car,13.770864000000005,Car,Car-Car
3430844,255,1118847084100,30.38,1918.054,6452526.045,1872070.968,3.5052000000000003,2,18.336768,-0.649224,242,27.99588,1.53,us-101,1117684065001,Car,22.96668,Car,Car-Car
3432121,242,1118847077200,20.746,1618.061,6452305.974,1872275.54,5.486400000000001,2,14.359128,-0.027432,234,76.85532,5.35,us-101,1117684058101,Car,72.58812,Car,Car-Car
3432215,242,1118847055300,18.43,754.012,6451656.812,1872845.971,5.486400000000001,2,13.706856,0.021336,234,41.54424,3.03,us-101,1117684036201,Car,37.27704,Car,Car-Car
3434796,242,1118847074200,19.806,1479.461,6452202.077,1872367.492,5.486400000000001,2,13.719048,0.033528,234,62.986920000000005,4.59,us-101,1117684055101,Car,58.71972,Car,Car-Car
3435640,242,1118848012600,53.808,1878.452,6452449.91,1872105.753,5.0292,2,13.712952,0.054864,239,38.654736,2.82,us-101,1117684993501,Car,33.625536,Car,Car-Car
3435676,250,1118847067500,22.183,1176.241,6451972.284,1872565.291,4.8768,2,10.668,0.0,242,10.878312,1.02,us-101,1117684048401,Car,5.849111999999999,Car,Car-Car
3437014,242,1118848012300,53.801,1864.975,6452439.75,1872114.615,5.0292,2,13.667232000000002,0.115824,239,37.984176000000005,2.78,us-101,1117684993201,Car,32.954976,Car,Car-Car
3437043,248,1118848909500,51.581,1118.398,6451883.219,1872603.943,5.0292,2,1.524,0.0,242,10.9728,7.2,us-101,1117685890401,Car,5.943600000000001,Car,Car-Car
3437392,242,1118848950100,51.702,1868.755,6452448.132,1872110.095,4.572,2,11.5062,0.0,2000,46.335696000000006,4.03,us-101,1117685931001,Car,41.306496,Car,Car-Car
3438287,250,1118847060600,21.435,927.639,6451785.374,1872729.063,4.8768,2,11.052048,-0.810768,242,14.816328,1.34,us-101,1117684041501,Car,9.787128,Car,Car-Car
3438643,242,1118848002900,54.116,1449.025,6452126.502,1872388.167,5.0292,2,15.355824000000002,-0.195072,239,24.17064,1.57,us-101,1117684983801,Car,19.14144,Car,Car-Car
3438837,242,1118848921900,52.707,1386.015,6452084.031,1872426.99,4.572,2,4.578096,0.079248,2000,14.773656,3.23,us-101,1117685902801,Car,9.744456,Car,Car-Car
3438989,242,1118848011400,53.709,1824.136,6452409.221,1872141.207,5.0292,2,13.520928,2.14884,239,36.457128,2.7,us-101,1117684992301,Car,31.427928000000005,Car,Car-Car
3439853,246,1118848013700,53.366,1845.61,6452425.431,1872127.668,4.4196,2,13.50264,-0.920496,242,25.706832,1.9,us-101,1117684994601,Car,20.677632000000003,Car,Car-Car
3440232,248,1118848896500,51.532,811.507,6451652.057,1872806.096,5.0292,2,10.856976,-1.69164,242,18.223992,1.68,us-101,1117685877401,Car,13.194792,Car,Car-Car
3441076,242,1118848955900,54.005,2117.208,6452638.926,1871947.313,4.572,2,14.0208,0.057912,0,0.0,0.0,us-101,1117685936801,,,Car,
3441150,242,1118847037700,14.087,70.847,6451163.114,1873320.171,5.486400000000001,2,10.668,0.0,234,13.935456,1.31,us-101,1117684018601,Car,9.668256,Car,Car-Car
3441323,242,1118847074900,19.743,1510.963,6452225.772,1872346.736,5.486400000000001,2,13.703808,-0.0762,234,66.885312,4.88,us-101,1117684055801,Car,62.618112,Car,Car-Car
3444886,246,1118848014000,53.341,1858.774,6452435.398,1872119.017,4.4196,2,13.328904,-0.332232,242,25.965912,1.95,us-101,1117684994901,Car,20.936712,Car,Car-Car
3446218,248,1118848905300,51.511,1072.417,6451848.58,1872634.211,5.0292,2,6.06552,-0.621792,242,13.146024,2.17,us-101,1117685886201,Car,8.116824000000001,Car,Car-Car
3446505,246,1118848008500,54.187,1623.525,6452257.779,1872273.06,4.4196,2,13.295376,-3.157728,242,23.503128,1.77,us-101,1117684989401,Car,18.473928,Car,Car-Car
3446514,250,1118847076800,22.53,1566.45,6452265.793,1872308.008,4.8768,2,15.343632,-0.493776,242,9.985248,0.65,us-101,1117684057701,Car,4.956048,Car,Car-Car
3447036,242,1118848915300,51.319,1256.741,6451987.479,1872513.238,4.572,2,6.336792,-0.006096,2000,24.52116,3.87,us-101,1117685896201,Car,19.49196,Car,Car-Car
3449080,246,1118848011200,53.415,1739.668,6452344.885,1872197.574,4.4196,2,12.182856,-0.018288,242,23.091648000000003,1.9,us-101,1117684992101,Car,18.062448000000003,Car,Car-Car
3449574,248,1118848911000,51.595,1127.379,6451889.996,1872598.021,5.0292,2,3.01752,0.621792,242,13.728192,4.55,us-101,1117685891901,Car,8.698992,Car,Car-Car
3450604,246,1118847999200,50.962,1166.116,6451915.504,1872576.639,4.4196,2,15.843504,-3.41376,242,20.558760000000003,1.3,us-101,1117684980101,Car,15.529560000000004,Car,Car-Car
3451228,246,1118848008000,54.359,1600.634,6452240.379,1872287.915,4.4196,2,14.011656,1.591056,242,23.521416,1.68,us-101,1117684988901,Car,18.492216000000003,Car,Car-Car
3452029,250,1118847073000,22.314,1388.502,6452132.077,1872425.472,4.8768,2,13.240512,2.0055840000000003,242,11.250168,0.85,us-101,1117684053901,Car,6.220968,Car,Car-Car
3452334,246,1118848016300,54.649,1962.507,6452513.558,1872049.736,4.4196,2,13.743432000000002,0.082296,242,25.493472,1.86,us-101,1117684997201,Car,20.464272,Car,Car-Car
3453296,242,1118848919700,52.577,1347.006,6452054.695,1872452.688,4.572,2,6.06552,0.48768,2000,19.876008,3.28,us-101,1117685900601,Car,14.846808,Car,Car-Car
3453333,248,1118848904900,51.499,1064.417,6451842.578,1872639.456,5.0292,2,6.211824,-1.338072,242,13.07592,2.11,us-101,1117685885801,Car,8.04672,Car,Car-Car
3454762,246,1118848019000,56.707,2075.773,6452600.169,1871975.073,4.4196,2,13.566648,0.0,242,27.471624,2.03,us-101,1117684999901,Car,22.442424,Car,Car-Car
3455281,242,1118847046600,17.889,369.802,6451370.962,1873103.323,5.486400000000001,2,12.036552,1.795272,234,37.039296,3.08,us-101,1117684027501,Car,32.772096,Car,Car-Car
3456900,242,1118848953100,52.343,1992.028,6452541.756,1872028.844,4.572,2,13.734288,0.0,2000,47.173896000000006,3.43,us-101,1117685934001,Car,42.144696,Car,Car-Car
3457951,242,1118848902300,51.988,1053.81,6451834.251,1872646.061,4.572,2,6.272784,0.0,2000,15.922752,2.54,us-101,1117685883201,Car,10.893552,Car,Car-Car
3458032,248,1118848923300,54.122,1360.511,6452063.861,1872442.664,5.0292,2,4.565904000000001,0.0762,242,13.2588,2.9,us-101,1117685904201,Car,8.229600000000001,Car,Car-Car
3458907,248,1118848907500,51.56,1104.396,6451872.676,1872613.155,5.0292,2,3.041904,0.0762,242,10.9728,3.61,us-101,1117685888401,Car,5.943600000000001,Car,Car-Car
3459365,248,1118848933200,54.368,1434.514,6452119.525,1872393.903,5.0292,2,3.054096,-0.079248,242,17.02308,5.57,us-101,1117685914101,Car,11.99388,Car,Car-Car
3459390,242,1118848946600,51.73,1747.08,6452355.63,1872190.214,4.572,2,9.217152,-0.064008,2000,43.41266400000001,4.71,us-101,1117685927501,Car,38.383464,Car,Car-Car
3459765,242,1118848947800,51.793,1785.484,6452385.342,1872164.261,4.572,2,10.5918,0.0,2000,45.198792,4.27,us-101,1117685928701,Car,40.169592,Car,Car-Car
3459923,242,1118848017400,55.839,2094.64,6452615.343,1871963.822,5.0292,2,13.222224,-2.749296,0,0.0,0.0,us-101,1117684998301,,,Car,
3461170,242,1118847998400,56.393,1185.412,6451926.444,1872559.907,5.0292,2,18.342864,-0.16764,239,25.55748,1.39,us-101,1117684979301,Car,20.52828,Car,Car-Car
3461459,248,1118848904700,51.509,1060.248,6451839.427,1872642.187,5.0292,2,6.571488,-2.0055840000000003,242,13.091160000000002,1.99,us-101,1117685885601,Car,8.061960000000003,Car,Car-Car
3462147,242,1118848912100,51.264,1191.635,6451938.655,1872556.071,4.572,2,5.980176000000001,0.377952,2000,20.705064000000004,3.46,us-101,1117685893001,Car,15.675864000000004,Car,Car-Car
3462570,242,1118848938900,52.731,1566.795,6452219.805,1872308.054,4.572,2,4.562856,-0.024384,2000,28.803600000000003,6.31,us-101,1117685919801,Car,23.774400000000004,Car,Car-Car
3463764,242,1118848914600,51.066,1242.187,6451976.698,1872523.021,4.572,2,6.29412,0.381,2000,24.195024,3.84,us-101,1117685895501,Car,19.165824,Car,Car-Car
3466278,242,1118847083300,23.342,1958.324,6452561.295,1872050.299,5.486400000000001,2,19.650456,0.173736,0,0.0,0.0,us-101,1117684064201,,,Car,
3469734,242,1118847988100,66.75,593.187,6451473.818,1872943.31,5.0292,2,16.657320000000002,2.4384,0,0.0,0.0,us-101,1117684969001,,,Car,
3470087,250,1118847067100,22.201,1162.196,6451961.742,1872574.503,4.8768,2,10.719816000000002,0.1524,242,10.948416000000002,1.02,us-101,1117684048001,Car,5.919216000000001,Car,Car-Car
3470341,242,1118848013000,53.772,1896.432,6452463.504,1872093.955,5.0292,2,13.746480000000002,0.6858000000000001,239,39.355776000000006,2.86,us-101,1117684993901,Car,34.326576,Car,Car-Car
3470430,248,1118848901500,51.503,974.194,6451774.539,1872698.641,5.0292,2,9.144,0.0,242,19.251168,2.11,us-101,1117685882401,Car,14.221968,Car,Car-Car
3472914,246,1118848005200,54.659,1473.876,6452144.583,1872371.643,4.4196,2,14.045184,0.432816,242,24.972264000000003,1.78,us-101,1117684986101,Car,19.943064000000003,Car,Car-Car
3473695,242,1118848892600,60.874,710.774,6451570.193,1872865.537,4.572,2,12.874752,0.009144,0,0.0,0.0,us-101,1117685873501,,,Car,
3475077,246,1118848006400,54.566,1528.826,6452185.953,1872335.382,4.4196,2,13.834872,-1.3716000000000002,242,24.728424,1.79,us-101,1117684987301,Car,19.699224,Car,Car-Car
3476373,242,1118847058800,17.736,906.778,6451772.002,1872745.6,5.486400000000001,2,12.106656,-0.249936,234,31.275528,2.58,us-101,1117684039701,Car,27.008328,Car,Car-Car
3477879,248,1118848954400,53.354,1959.978,6452516.661,1872048.803,5.0292,2,12.182856,-0.006096,242,27.358848,2.25,us-101,1117685935301,Car,22.329648,Car,Car-Car
3479272,242,1118847049900,20.943,503.464,6451467.534,1873010.383,5.486400000000001,2,13.679424,1.484376,234,45.381672,3.32,us-101,1117684030801,Car,41.11447199999999,Car,Car-Car
3479799,242,1118847069800,20.066,1295.428,6452063.322,1872488.336,5.486400000000001,2,12.192,0.0,234,47.722536,3.91,us-101,1117684050701,Car,43.455336,Car,Car-Car
3479936,242,1118847054200,18.767,702.988,6451618.252,1872879.375,5.486400000000001,2,14.959584,-2.11836,234,44.442888,2.97,us-101,1117684035101,Car,40.175688,Car,Car-Car
3480683,250,1118847055900,21.798,734.531,6451639.951,1872856.292,4.8768,2,13.725144,0.024384,242,14.164056,1.03,us-101,1117684036801,Car,9.134856,Car,Car-Car
3483525,250,1118847045300,19.722,285.094,6451308.19,1873160.822,4.8768,2,11.466576,-0.6461760000000001,242,11.47572,1.0,us-101,1117684026201,Car,6.4465200000000005,Car,Car-Car
3484105,248,1118848914000,51.667,1173.899,6451925.011,1872567.423,5.0292,2,6.096,0.0,242,17.096232,2.8,us-101,1117685894901,Car,12.067032,Car,Car-Car
3484535,246,1118848014900,53.253,1897.909,6452464.942,1872093.391,4.4196,2,13.682472,2.465832,242,26.410920000000004,1.93,us-101,1117684995801,Car,21.381720000000005,Car,Car-Car
3484878,250,1118847068600,22.132,1214.741,6452001.275,1872539.957,4.8768,2,10.668,0.0,242,10.774680000000002,1.01,us-101,1117684049501,Car,5.7454800000000015,Car,Car-Car
3486285,242,1118848946300,51.796,1738.004,6452348.826,1872196.219,4.572,2,9.2202,-0.006096,2000,42.766488,4.64,us-101,1117685927201,Car,37.737288,Car,Car-Car
3487026,242,1118848946700,51.709,1750.12,6452357.898,1872188.212,4.572,2,9.162288,-0.850392,2000,43.63212,4.76,us-101,1117685927601,Car,38.60292,Car,Car-Car
3489484,242,1118848891400,62.552,660.619,6451530.988,1872897.814,4.572,2,12.524232,-1.984248,0,0.0,0.0,us-101,1117685872301,,,Car,
3490086,246,1118848001000,53.267,1257.082,6451982.301,1872515.186,4.4196,2,16.276320000000002,-0.48768,242,26.950416,1.66,us-101,1117684981901,Car,21.921216,Car,Car-Car
3490493,250,1118847050700,21.078,500.172,6451464.974,1873012.492,4.8768,2,13.057632000000002,1.00584,242,11.999976,0.92,us-101,1117684031601,Car,6.970776,Car,Car-Car
